Easting,Northing,Elevation_DEM,Prediction_SE,longitude,latitude
277220,2110740,3.1822902574095457,2.320237685796222,72.88272349280018,19.07742317738666
277240,2110740,3.2944547472257097,2.337141000381498,72.88291347437284,19.07742535993766
277260,2110740,3.4076044991835097,2.3565726510645884,72.88310345597144,19.077427542293144
277280,2110740,3.5208057382920206,2.378788251393052,72.88329343759591,19.077429724453108
277300,2110740,3.6330856772008335,2.4040567228845133,72.88348341924628,19.07743190641755
277320,2110740,3.7434381474073346,2.432625285226155,72.88367340092255,19.077434088186468
277340,2110740,3.850826978553486,2.464671739986888,72.8838633826247,19.077436269759872
277360,2110740,3.9541861017360533,2.5002507822644144,72.88405336435275,19.077438451137752
277380,2110740,4.0524149271874155,2.5392407838677875,72.88424334610667,19.07744063232012
277400,2110740,4.144366682902333,2.581295384481168,72.8844333278865,19.077442813306952
277420,2110740,4.228825732025376,2.62580040376472,72.88462330969217,19.077444994098272
277440,2110740,4.304466468378761,2.671830995571518,72.88481329152376,19.077447174694075
277460,2110740,4.369778534136946,2.718095255083724,72.88500327338122,19.077449355094345
277480,2110740,4.422921868251639,2.762832180858695,72.88519325526454,19.077451535299108
277500,2110740,4.461403391650872,2.8035747930011437,72.88538323717373,19.07745371530834
277520,2110740,4.4811595907517905,2.836445890110643,72.8855732191088,19.077455895122053
277540,2110740,4.475131247857686,2.8550893011002536,72.88576320106974,19.077458074740246
277560,2110740,4.443567181197169,2.85926184630991,72.88595318305654,19.077460254162915
277580,2110740,4.3942980729386925,2.8552423975648265,72.88614316506921,19.077462433390064
277600,2110740,4.332169760651003,2.8470713288904053,72.88633314710772,19.07746461242169
277020,2110760,2.3357755694921267,2.1566522470334655,72.88082138075704,19.0775819690394
277040,2110760,2.3965326533972675,2.16952239219028,72.8810113622762,19.077584153567834
277060,2110760,2.464928885529186,2.17929706229693,72.88120134382127,19.077586337900744
277080,2110760,2.5403463168780225,2.187240998317436,72.88139132539229,19.077588522038138
277100,2110760,2.622293977730469,2.1944723577767635,72.88158130698922,19.077590705980004
277120,2110760,2.7103181832515886,2.2018542134940176,72.88177128861206,19.077592889726354
277140,2110760,2.80393863356377,2.209975923373141,72.88196127026082,19.07759507327718
277160,2110760,2.9026094718651745,2.219190966323289,72.88215125193548,19.077597256632487
277180,2110760,3.005700597127119,2.2296846536605894,72.88234123363605,19.077599439792273
277200,2110760,3.1124933671200266,2.2415520338102333,72.88253121536255,19.077601622756536
277220,2110760,3.2221852849311112,2.254871399318821,72.88272119711493,19.077603805525275
277240,2110760,3.333899422290984,2.2697623537369167,72.88291117889322,19.0776059880985
277260,2110760,3.4466955956691243,2.286420465266875,72.88310116069744,19.077608170476193
277280,2110760,3.5595813651172956,2.305123987823564,72.88329114252753,19.077610352658375
277300,2110760,3.671521653807283,2.326212193124785,72.8834811243835,19.077612534645024
277320,2110760,3.781446178723067,2.3500391125484796,72.88367110626538,19.07761471643616
277340,2110760,3.888253962049238,2.376910110163452,72.88386108817315,19.07761689803177
277360,2110760,3.9908139713688047,2.407010783162917,72.8840510701068,19.07761907943185
277380,2110760,4.087960360047374,2.4403375100397446,72.88424105206636,19.07762126063642
277400,2110760,4.178479676525028,2.4766362636831345,72.88443103405179,19.077623441645464
277420,2110760,4.261085361204957,2.5153512367283,72.8846210160631,19.07762562245898
277440,2110760,4.3343708759424,2.5555776478983727,72.88481099810029,19.077627803076975
277460,2110760,4.396724711926461,2.596003360413715,72.88500098016337,19.077629983499452
277480,2110760,4.446174323275814,2.6348098074157185,72.8851909622523,19.0776321637264
277500,2110760,4.480107597458204,2.669490215818404,72.88538094436711,19.07763434375783
277520,2110760,4.4949649683314705,2.696664401380377,72.8855709265078,19.07763652359373
277540,2110760,4.487233599981306,2.7129581355035857,72.88576090867436,19.077638703234108
277560,2110760,4.457310228579255,2.7182037915469777,72.88595089086678,19.077640882678967
277580,2110760,4.409554858683952,2.715616988185675,72.88614087308505,19.0776430619283
277600,2110760,4.348384715960535,2.7086772403966117,72.8863308553292,19.077645240982108
277620,2110760,4.277191731145079,2.700171901604171,72.8865208375992,19.077647419840396
276900,2110780,2.2673997702650714,1.8862672920776418,72.87967919318558,19.07774948554193
276920,2110780,2.250994426966394,1.9259555922227622,72.87986917475476,19.077751671265734
